,Date,Chaine,Part_de_marche,Jour,Heure_prgm1,Titre_prgm1,Type_prgm1,Duree_prgm1,Nbre_episodes_prgm1,Age_conseille_prgm1,Heure_prgm2,Titre_prgm2,Type_prgm2,Duree_prgm2,Nbre_episodes_prgm2,Age_conseille_prgm2
554,20 novembre 2014,C Star,1.9,jeudi,20.50,Le bras de fer,Film,105 mn,NA,NA,22.35,Le grand tournoi,Film,100 mn,NA,-10 ans
555,20 novembre 2014,France 5,1.7,jeudi,20.40,La grande librairie,Magazine,60 mn,NA,NA,21.40,Les grandes questions,Magazine,55 mn,NA,NA
556,20 novembre 2014,NRJ 12,1.6,jeudi,20.50,Tellement vrai,Magazine,210 mn,3 ,NA,NA,Tellement vrai,Magazine,NA,3 ,NA
557,20 novembre 2014,RMC Story,0.9,jeudi,20.45,"Dragon, l'histoire de Bruce Lee",Film,130 mn,NA,NA,22.55,Hero,Film,115 mn,NA,NA
558,20 novembre 2014,RMC Decouverte,0.8,jeudi,20.45,Les mystères de l'univers,Documentaire,50 mn,NA,NA,22.25,Voyager : à la frontière de l'inconnu,Documentaire,55 mn,NA,NA
559,20 novembre 2014,France 4,0.8,jeudi,20.45,"Nous, les hommes de 14-18",Documentaire,110 mn,2 ,NA,22.30,Anarchy,Serie TV,30 mn,NA,NA
560,20 novembre 2014,6ter,0.5,jeudi,20.50,Le magnifique,Film,95 mn,NA,NA,22.25,Le marginal,Film,110 mn,NA,-10 ans
561,21 novembre 2014,TF1,27.8,vendredi,20.55,Koh-Lanta,Jeu,160 mn,NA,NA,23.35,Mon incroyable fiancé,Telerealitee,55 mn,NA,NA
562,21 novembre 2014,M6,17,vendredi,20.50,NCIS,Serie TV,100 mn,5 ,-10 ans,NA,NCIS,Serie TV,NA,5 ,NA
563,21 novembre 2014,France 2,14.6,vendredi,20.50,La fête de la chanson française,Divertissement,215 mn,NA,NA,00.35,"Alcaline, le live",Concert,80 mn,NA,NA
564,21 novembre 2014,France 3,8.6,vendredi,20.45,Thalassa,Magazine,115 mn,NA,NA,23.21,Banlieusards,Documentaire,64 mn,NA,NA
565,21 novembre 2014,Arte,4.4,vendredi,20.50,Le bébé et le clochard,Telefilm,90 mn,NA,NA,22.20,Secrètes rondeurs - Quand le sein se dévoile,Documentaire,55 mn,NA,NA
566,21 novembre 2014,NRJ 12,3,vendredi,20.50,Sauveur Giordano,Serie TV,210 mn,3 ,NA,NA,Sauveur Giordano,Serie TV,NA,3 ,NA
567,21 novembre 2014,C8,2.7,vendredi,18.45,Touche pas à mon poste !,Talk-Show,110 mn,NA,NA,20.50,Génération Canal +,Divertissement,220 mn,NA,NA
568,21 novembre 2014,W9,2.4,vendredi,20.50,Enquête d'action,Magazine,260 mn,3 ,NA,NA,Enquête d'action,Magazine,NA,3 ,NA
569,21 novembre 2014,TMC,2.2,vendredi,20.50,Les experts : Manhattan,Serie TV,100 mn,6 ,-10 ans,NA,Les experts : Manhattan,Serie TV,NA,6 ,NA
570,21 novembre 2014,France 5,1.9,vendredi,20.35,On n'est pas que des cobayes !,Magazine,100 mn,2 ,NA,22.25,C dans l'air,Magazine,70 mn,NA,NA
571,21 novembre 2014,Gulli,1.2,vendredi,20.45,Les copains mousquetaires : un toutou et tous pour un,Telefilm,100 mn,NA,NA,22.25,Flicka 3 : meilleures amies,Telefilm,100 mn,NA,NA
572,21 novembre 2014,France 4,1.1,vendredi,20.50,La crypte du dragon,Telefilm,80 mn,NA,NA,22.10,L'attaque des titans,Dessin-anime,25 mn,NA,NA
573,21 novembre 2014,TFX,1,vendredi,20.50,"Pascal, le grand frère",Magazine,180 mn,3 ,-10 ans,NA,"Pascal, le grand frère",Magazine,NA,3 ,NA
574,21 novembre 2014,C Star,0.9,vendredi,20.50,Le Zap,Divertissement,190 mn,NA,NA,00.00,Enquête très spéciale,Magazine,60 mn,3 ,-16 ans
575,21 novembre 2014,6ter,0.4,vendredi,20.50,Reign : le destin d'une reine,Serie TV,100 mn,5 ,-10 ans,NA,Reign : le destin d'une reine,Serie TV,NA,5 ,NA
576,21 novembre 2014,RMC Story,0.4,vendredi,20.45,Face Off,Telerealitee,100 mn,2 ,NA,22.25,Ink Master : le meilleur tatoueur,Telerealitee,100 mn,3 ,NA
577,21 novembre 2014,RMC Decouverte,0.3,vendredi,20.45,Killing Kennedy,Telefilm,95 mn,NA,NA,22.20,JFK : sept jours décisifs,Documentaire,95 mn,NA,NA
578,22 novembre 2014,TF1,23.5,samedi,20.55,Danse avec les stars,Divertissement,150 mn,NA,NA,23.25,"Danse avec les stars, la suite",Divertissement,50 mn,NA,NA
579,22 novembre 2014,France 2,20.1,samedi,20.50,Test-match,Sport,135 mn,NA,NA,23.05,On n'est pas couché,Talk-Show,195 mn,NA,NA
580,22 novembre 2014,France 3,15.3,samedi,20.45,Commissaire Magellan,Serie TV,100 mn,NA,NA,22.50,Mon ami Pierrot,Telefilm,90 mn,NA,NA
581,22 novembre 2014,M6,10.8,samedi,20.50,NCIS : Los Angeles,Serie TV,100 mn,5 ,-10 ans,NA,NCIS : Los Angeles,Serie TV,NA,5 ,NA
582,22 novembre 2014,France 5,3.9,samedi,20.35,Échappées belles,Magazine,95 mn,NA,NA,22.10,Carnets de marche,Documentaire,50 mn,NA,NA
583,22 novembre 2014,C8,3.2,samedi,20.50,"Du Schmilblick aux Restos du Coeur, la folle histoire de Coluche",Documentaire,120 mn,NA,NA,22.50,De Funès : 100 ans de rire,Documentaire,95 mn,NA,NA
584,22 novembre 2014,W9,3,samedi,20.50,Les Simpson,Serie TV,40 mn,6 ,NA,23.15,Relooking extrême,Divertissement,100 mn,2 ,NA
585,22 novembre 2014,Arte,2.5,samedi,20.50,Le canal de Panamá,Documentaire,85 mn,NA,NA,22.15,The Sound of Belgium,Documentaire,85 mn,NA,NA
586,22 novembre 2014,TMC,2.2,samedi,20.50,"New York, section criminelle",Serie TV,100 mn,6 ,-10 ans,NA,"New York, section criminelle",Serie TV,NA,6 ,NA
587,22 novembre 2014,NRJ 12,2,samedi,20.50,Le super bêtisier de l'année,Divertissement,200 mn,3 ,NA,NA,Le super bêtisier de l'année,Divertissement,NA,3 ,NA
588,22 novembre 2014,TFX,1.5,samedi,20.50,Chroniques criminelles,Magazine,220 mn,3 ,-10 ans,NA,Chroniques criminelles,Magazine,NA,3 ,NA
589,22 novembre 2014,France 4,1.2,samedi,20.45,Fort Boyard,Jeu,210 mn,2 ,NA,00.10,"Monte le son, le live - Printemps de Bourges",Concert,50 mn,NA,NA
590,22 novembre 2014,Gulli,1,samedi,20.45,Intervilles international,Divertissement,160 mn,2 ,NA,23.30,Total Wipeout Made in USA,Divertissement,90 mn,2 ,NA
591,22 novembre 2014,C Star,1,samedi,20.50,Un transat pour huit,Telefilm,105 mn,NA,NA,22.35,Valentine et compagnie,Telefilm,100 mn,NA,NA
592,22 novembre 2014,6ter,0.7,samedi,20.50,Le 8 mai 1945 - La capitulation,Documentaire,60 mn,NA,-10 ans,21.50,Juin 1940 : le grand chaos,Documentaire,110 mn,NA,NA
593,22 novembre 2014,RMC Decouverte,0.6,samedi,20.45,Alien Theory,Documentaire,100 mn,5 ,NA,NA,Alien Theory,Documentaire,NA,5 ,NA
594,22 novembre 2014,RMC Story,0.4,samedi,20.45,P.J,Serie TV,90 mn,4 ,NA,NA,P.J,Serie TV,NA,4 ,NA
595,23 novembre 2014,TF1,19.3,dimanche,20.55,Men in Black 3,Film,125 mn,NA,-10 ans,23.00,Esprits criminels,Serie TV,90 mn,3 ,-10 ans
596,23 novembre 2014,M6,13.3,dimanche,20.50,Capital,Magazine,130 mn,NA,NA,23.00,Enquête exclusive,Magazine,160 mn,2 ,-10 ans
597,23 novembre 2014,France 3,12.9,dimanche,20.45,Les enquêtes de Murdoch,Serie TV,90 mn,4 ,NA,NA,Les enquêtes de Murdoch,Serie TV,NA,4 ,NA
598,23 novembre 2014,France 2,11.6,dimanche,20.50,Comme les 5 doigts de la main,Film,115 mn,NA,NA,22.45,"Un jour, un destin",Magazine,80 mn,NA,-10 ans
599,23 novembre 2014,Arte,10.1,dimanche,20.45,Polisse,Film,125 mn,NA,-12 ans,22.50,Les dessous chic d'Hollywood,Documentaire,90 mn,NA,NA
600,23 novembre 2014,France 5,4.1,dimanche,20.41,Au coeur du marché de Rungis,Documentaire,49 mn,NA,NA,22.26,"1940-1942, l'Empire convoité",Documentaire,59 mn,NA,NA
601,23 novembre 2014,TMC,2.1,dimanche,20.50,Les experts : Manhattan,Serie TV,100 mn,3 ,-12 ans,23.25,Les 30 histoires... spectaculaires,Divertissement,125 mn,NA,NA
602,23 novembre 2014,NRJ 12,2.1,dimanche,20.50,Témoin pour cible,Film,140 mn,NA,-10 ans,23.10,Anaconda 4 : sur la piste du sang,Telefilm,95 mn,NA,-12 ans
603,23 novembre 2014,W9,2,dimanche,20.50,Vikings,Serie TV,100 mn,3 ,-10 ans,23.20,Spartacus : la guerre des damnés,Serie TV,130 mn,2 ,NA
604,23 novembre 2014,C8,2,dimanche,20.50,Albert est méchant,Film,100 mn,NA,NA,22.30,En quête d'actualité,Magazine,110 mn,NA,NA
605,23 novembre 2014,TFX,1.7,dimanche,20.50,La boum 2,Film,120 mn,NA,NA,22.50,La boum,Film,125 mn,NA,NA
606,23 novembre 2014,France 4,1.4,dimanche,20.45,Le village,Film,110 mn,NA,-10 ans,22.35,Le monde de Charlie,Film,105 mn,NA,NA
607,23 novembre 2014,C Star,0.9,dimanche,20.50,"Les hommes viennent de Mars, les femmes de Vénus",Spectacle,125 mn,NA,NA,22.55,Affaires personnelles,Telefilm,110 mn,NA,-16 ans
608,23 novembre 2014,Gulli,0.7,dimanche,20.45,"Cirque d\'Hiver Bouglione : ""Éclat""",Spectacle,115 mn,NA,NA,22.40,"Cirque d\'hiver Bouglione : ""Phénoménal""",Spectacle,95 mn,NA,NA
609,23 novembre 2014,6ter,0.7,dimanche,20.50,Crocodile Dundee 2,Film,120 mn,NA,NA,22.50,Crocodile Dundee,Film,105 mn,NA,NA
610,23 novembre 2014,RMC Decouverte,0.5,dimanche,20.45,"Keith Barry, profession mentaliste",Documentaire,100 mn,2 ,NA,22.30,"Dynamo, le magicien de l'impossible",Telerealitee,110 mn,4 ,NA
611,23 novembre 2014,RMC Story,0.3,dimanche,20.40,Les valeurs de la famille Addams,Film,110 mn,NA,NA,22.30,Phénomène paranormal,Documentaire,90 mn,3 ,NA
612,24 novembre 2014,France 2,18.4,lundi,20.50,Castle,Serie TV,90 mn,3 ,-10 ans,23.00,Un oeil sur la planète,Magazine,100 mn,NA,NA
613,24 novembre 2014,TF1,14.9,lundi,20.55,Interventions,Serie TV,120 mn,3 ,-10 ans,23.50,"New York, unité spéciale",Serie TV,100 mn,2 ,-12 ans
614,24 novembre 2014,France 3,12,lundi,20.45,"Monaco, le Rocher était presque parfait",Documentaire,95 mn,NA,NA,23.16,Sauveteurs sans frontières,Documentaire,54 mn,NA,NA
615,24 novembre 2014,M6,11.9,lundi,20.50,The Last Ship,Serie TV,110 mn,4 ,-10 ans,NA,The Last Ship,Serie TV,NA,4 ,NA
616,24 novembre 2014,France 5,4.6,lundi,20.40,Le comte de Monte-Cristo,Telefilm,115 mn,NA,NA,22.35,C dans l'air,Magazine,65 mn,NA,NA
617,24 novembre 2014,C8,4.6,lundi,20.50,The American,Film,120 mn,NA,-10 ans,22.50,The Code,Serie TV,110 mn,NA,NA
618,24 novembre 2014,W9,4.2,lundi,20.50,36 quai des Orfèvres,Film,125 mn,NA,-12 ans,22.55,Enquête d'action,Magazine,125 mn,NA,NA
619,24 novembre 2014,TMC,3.7,lundi,20.50,Chaos,Film,110 mn,NA,-10 ans,22.40,Le baiser mortel du dragon,Film,100 mn,NA,-12 ans
620,24 novembre 2014,TFX,2.9,lundi,20.50,Super Nanny,Divertissement,220 mn,2 ,NA,00.25,Obèses : perte de poids extrême,Telerealitee,150 mn,2 ,NA
621,24 novembre 2014,NRJ 12,2.5,lundi,20.50,Crimes dans le Béarn,Magazine,105 mn,NA,-12 ans,22.35,Crimes,Magazine,105 mn,NA,-12 ans
622,24 novembre 2014,Arte,2.2,lundi,20.50,La terre outragée,Film,105 mn,NA,NA,22.35,Captive,Film,115 mn,NA,-12 ans
623,24 novembre 2014,6ter,1.4,lundi,20.50,Kaamelott,Serie TV,260 mn,NA,NA,NA,Kaamelott,Serie TV,NA,NA,NA
624,24 novembre 2014,Gulli,1.4,lundi,20.45,Les hussards,Film,105 mn,NA,NA,22.30,La grosse caisse,Film,100 mn,NA,NA
625,24 novembre 2014,France 4,1.3,lundi,20.45,On n'est plus des pigeons !,Magazine,80 mn,NA,NA,23.25,Love Me Tinder,Documentaire,90 mn,2 ,NA
626,24 novembre 2014,C Star,1.2,lundi,20.50,Commissaire Moulin,Serie TV,200 mn,2 ,-10 ans,00.15,Programmes de nuit,Magazine,405 mn,NA,NA
627,24 novembre 2014,RMC Story,0.6,lundi,20.45,Révélations,Magazine,210 mn,3 ,-10 ans,NA,Révélations,Magazine,NA,3 ,NA
628,24 novembre 2014,RMC Decouverte,0.5,lundi,20.45,Megafactories,Documentaire,110 mn,4 ,NA,NA,Megafactories,Documentaire,NA,4 ,NA
629,25 novembre 2014,TF1,27.1,mardi,20.55,Mentalist,Serie TV,100 mn,3 ,-10 ans,23.30,Baby Boom,Telerealitee,160 mn,2 ,NA
630,25 novembre 2014,France 2,11.7,mardi,20.50,Secrets d'Histoire,Magazine,110 mn,NA,NA,22.41,Immigration et délinquance,Documentaire,138 mn,2 ,NA
631,25 novembre 2014,France 3,11.2,mardi,20.45,Un village français,Serie TV,110 mn,2 ,NA,23.25,"Du côté de chez Dave, l'intégrale",Divertissement,75 mn,NA,NA
632,25 novembre 2014,M6,10.3,mardi,20.50,Maison à vendre,Magazine,210 mn,3 ,NA,NA,Maison à vendre,Magazine,NA,3 ,NA
633,25 novembre 2014,C8,4.3,mardi,20.50,Rambo 3,Film,120 mn,NA,NA,22.50,Rambo 2 : la mission,Film,120 mn,NA,NA
634,25 novembre 2014,W9,4.2,mardi,20.50,Star Wars : épisode IV  - La guerre des étoiles,Film,140 mn,NA,NA,23.10,"Star Wars, l'empire des rêves",Documentaire,110 mn,NA,NA
635,25 novembre 2014,TMC,2.8,mardi,20.50,90' enquêtes,Magazine,100 mn,2 ,NA,23.20,"New York, section criminelle",Serie TV,70 mn,3 ,-10 ans
636,25 novembre 2014,Arte,2.5,mardi,20.50,Un amour de jeunesse,Film,110 mn,NA,NA,22.40,Aurora,Film,170 mn,NA,NA
637,25 novembre 2014,NRJ 12,2.4,mardi,20.50,Fast and Furious 4,Film,110 mn,NA,-10 ans,22.40,Mon voisin le tueur,Film,110 mn,NA,-10 ans
638,25 novembre 2014,France 5,1.7,mardi,20.41,"Congo, un médecin pour sauver les femmes",Documentaire,79 mn,NA,-10 ans,22.05,C dans l'air,Magazine,65 mn,NA,NA
639,25 novembre 2014,6ter,1.5,mardi,20.50,Once Upon a Time,Serie TV,100 mn,2 ,NA,22.25,Reign : le destin d'une reine,Serie TV,100 mn,3 ,NA
640,25 novembre 2014,C Star,1.2,mardi,20.50,Ma femme s'appelle Maurice,Film,110 mn,NA,NA,22.40,Double zéro,Film,100 mn,NA,NA
641,25 novembre 2014,France 4,1.1,mardi,20.45,Permis de conduire : l'expérience inédite,Magazine,120 mn,3 ,-10 ans,00.00,On n'est plus des pigeons,Magazine,80 mn,NA,NA
642,25 novembre 2014,TFX,1.1,mardi,20.50,Le retour de la momie,Film,105 mn,NA,-10 ans,22.35,Revolution,Serie TV,110 mn,3 ,-10 ans
643,25 novembre 2014,Gulli,0.9,mardi,20.45,La course au jouet,Film,95 mn,NA,NA,22.20,Les aventures de Roborex,Telefilm,90 mn,NA,NA
644,25 novembre 2014,RMC Story,0.6,mardi,20.45,Ma vie en l'air,Film,125 mn,NA,NA,22.50,Chevalier,Film,145 mn,NA,NA
645,25 novembre 2014,RMC Decouverte,0.5,mardi,20.45,Vu du ciel,Documentaire,95 mn,NA,NA,22.20,"Vu du ciel , ça continue...",Magazine,20 mn,NA,NA
646,26 novembre 2014,TF1,27.2,mercredi,20.55,Esprits criminels,Serie TV,100 mn,3 ,-10 ans,23.25,Arrow,Serie TV,110 mn,2 ,-10 ans
647,26 novembre 2014,France 2,15.1,mercredi,20.50,La loi,Telefilm,90 mn,NA,NA,22.20,Ces trois jours qui ont changé la vie des femmes,Debat,65 mn,NA,NA
648,26 novembre 2014,M6,16.3,mercredi,20.50,Le meilleur pâtissier,Divertissement,155 mn,NA,NA,23.25,Le meilleur pâtissier : à vos fourneaux !,Divertissement,60 mn,NA,NA
649,26 novembre 2014,France 3,7.7,mercredi,20.45,Le monde de Jamy,Magazine,130 mn,NA,NA,23.51,Esa-Pekka Salonen dirige l'Orchestre de Paris,Concert,89 mn,NA,NA
650,26 novembre 2014,France 4,4.3,mercredi,20.46,Le boulet,Film,109 mn,NA,NA,22.36,Head-On,Film,109 mn,NA,-12 ans
651,26 novembre 2014,C8,3.2,mercredi,20.50,En quête d'actualité,Magazine,260 mn,2 ,NA,00.51,Ligue des champions,Sport,119 mn,NA,NA
652,26 novembre 2014,TMC,3.2,mercredi,20.50,Les 30 histoires... mystérieuses,Divertissement,140 mn,NA,NA,23.10,Les 30 histoires... extraordinaires,Magazine,145 mn,NA,NA
653,26 novembre 2014,W9,2.5,mercredi,20.50,Enquêtes criminelles : le magazine des faits divers,Magazine,220 mn,3 ,-10 ans,NA,Enquêtes criminelles : le magazine des faits divers,Magazine,NA,3 ,NA
654,26 novembre 2014,France 5,2.2,mercredi,20.40,La maison France 5,Magazine,60 mn,NA,NA,21.40,"Silence, ça pousse !",Magazine,50 mn,NA,NA
655,26 novembre 2014,TFX,1.6,mercredi,20.50,24 heures aux urgences,Documentaire,150 mn,3 ,NA,NA,24 heures aux urgences,Documentaire,NA,3 ,NA
656,26 novembre 2014,NRJ 12,1.5,mercredi,20.50,Primeval : un nouveau monde,Serie TV,110 mn,4 ,-10 ans,NA,Primeval : un nouveau monde,Serie TV,NA,4 ,NA
657,26 novembre 2014,C Star,1.1,mercredi,20.50,True Justice,Serie TV,190 mn,2 ,-10 ans,00.00,Programmes de nuit,Magazine,420 mn,NA,NA
658,26 novembre 2014,6ter,1.0,mercredi,20.50,Desperate Housewives,Serie TV,90 mn,2 ,NA,22.25,The Good Wife,Serie TV,100 mn,2 ,-10 ans
659,26 novembre 2014,Gulli,1.0,mercredi,20.45,Rintintin,Serie TV,60 mn,6 ,NA,23.30,Une nounou pas comme les autres,Telefilm,80 mn,NA,NA
660,26 novembre 2014,Arte,1.0,mercredi,20.50,Pater,Film,105 mn,NA,NA,23.30,"Dehors, c'est l'été",Film,90 mn,NA,NA
661,26 novembre 2014,RMC Decouverte,0.9,mercredi,20.45,Top Gear USA,Magazine,100 mn,3 ,NA,NA,Top Gear USA,Magazine,NA,3 ,NA
662,26 novembre 2014,RMC Story,0.4,mercredi,20.45,Phénomène paranormal,Documentaire,100 mn,3 ,NA,22.20,Ink Master : le meilleur tatoueur,Telerealitee,110 mn,3 ,NA
663,27 novembre 2014,TF1,26.5,jeudi,20.55,Profilage,Serie TV,130 mn,4 ,-10 ans,01.00,"New York, section criminelle",Serie TV,45 mn,NA,NA
664,27 novembre 2014,France 2,14.2,jeudi,20.50,Envoyé spécial,Magazine,90 mn,NA,NA,22.20,Complément d'enquête,Magazine,65 mn,NA,NA
665,27 novembre 2014,M6,8.8,jeudi,20.50,Bones,Serie TV,90 mn,4 ,-10 ans,00.05,M6 fête les 30 ans du Top 50,Divertissement,85 mn,NA,NA
666,27 novembre 2014,France 3,8.7,jeudi,20.45,Zodiac,Film,160 mn,NA,-10 ans,00.01,Les hommes libres,Film,99 mn,NA,NA
667,27 novembre 2014,W9,6.0,jeudi,20.50,Ligue Europa,Sport,130 mn,NA,NA,23.00,100 % foot,Magazine,75 mn,NA,NA
668,27 novembre 2014,C8,5.2,jeudi,20.50,Nouvelle Star,Divertissement,130 mn,NA,NA,23.00,Touche pas à mon poste !,Talk-Show,90 mn,NA,NA
669,27 novembre 2014,TMC,4.0,jeudi,20.50,Les visiteurs en Amérique,Film,95 mn,NA,NA,22.25,Les visiteurs 2 : les couloirs du temps,Film,125 mn,NA,NA
670,27 novembre 2014,TFX,3.7,jeudi,20.50,Star Trek,Film,130 mn,NA,NA,23.00,The Walking Dead,Serie TV,110 mn,3 ,-16 ans
671,27 novembre 2014,Arte,3.0,jeudi,20.50,La petite Dorrit,Serie TV,100 mn,2 ,NA,22.35,L'hôpital et ses fantômes,Serie TV,160 mn,2 ,NA
672,27 novembre 2014,NRJ 12,2.0,jeudi,20.50,Tellement vrai,Magazine,200 mn,3 ,NA,NA,Tellement vrai,Magazine,NA,3 ,NA
673,27 novembre 2014,Gulli,1.6,jeudi,20.45,Poil de carotte,Telefilm,105 mn,NA,NA,22.30,Famille de coeur,Telefilm,100 mn,NA,NA
674,27 novembre 2014,France 5,1.3,jeudi,20.40,La grande librairie,Magazine,60 mn,NA,NA,21.40,Les grandes questions,Magazine,55 mn,NA,NA
675,27 novembre 2014,RMC Story,1.1,jeudi,20.45,Poursuite,Film,120 mn,NA,NA,22.45,Détective Dee : le mystère de la flamme fantôme,Film,140 mn,NA,-10 ans
676,27 novembre 2014,France 4,0.9,jeudi,20.45,"Suits, avocats sur mesure",Serie TV,90 mn,3 ,NA,22.50,L'autre JT,Magazine,55 mn,NA,NA
677,27 novembre 2014,C Star,0.9,jeudi,20.50,Duel,Film,85 mn,NA,NA,22.15,Panique sur la côte,Telefilm,100 mn,NA,-10 ans
678,27 novembre 2014,6ter,0.8,jeudi,20.50,Le solitaire,Film,95 mn,NA,-10 ans,22.25,Le magnifique,Film,105 mn,NA,NA
679,27 novembre 2014,RMC Decouverte,0.6,jeudi,20.45,Les mystères de l'univers,Documentaire,100 mn,6 ,NA,NA,Les mystères de l'univers,Documentaire,NA,6 ,NA
680,28 novembre 2014,M6,18.2,vendredi,20.50,NCIS,Serie TV,100 mn,5 ,-10 ans,NA,NCIS,Serie TV,NA,5 ,NA
681,28 novembre 2014,TF1,18.1,vendredi,20.55,Alors on chante !,Concert,145 mn,NA,NA,23.25,"Vendredi, tout est permis avec Arthur",Divertissement,125 mn,NA,NA
682,28 novembre 2014,France 2,15.4,vendredi,20.50,Duel au soleil,Serie TV,100 mn,2 ,NA,22.30,Ce soir (ou jamais !),Magazine,90 mn,NA,NA
683,28 novembre 2014,France 3,9.6,vendredi,20.45,Faut pas rêver,Magazine,115 mn,NA,NA,23.20,Enquêtes de régions,Magazine,55 mn,NA,NA
684,28 novembre 2014,C8,4.8,vendredi,20.50,L'oeuf ou la poule ?,Divertissement,140 mn,NA,NA,23.10,"Du Schmilblick aux Restos du Coeur, la folle histoire de Coluche",Documentaire,110 mn,NA,NA
685,28 novembre 2014,W9,3.4,vendredi,20.50,Enquête d'action,Magazine,260 mn,3 ,-10 ans,NA,Enquête d'action,Magazine,NA,3 ,NA
686,28 novembre 2014,NRJ 12,2.8,vendredi,20.50,Sauveur Giordano,Serie TV,210 mn,3 ,NA,NA,Sauveur Giordano,Serie TV,NA,3 ,NA
687,28 novembre 2014,Gulli,2.6,vendredi,20.45,Un Noël au poil,Telefilm,100 mn,NA,NA,22.25,Les copains mousquetaires : un toutou et tous pour un,Telefilm,95 mn,NA,NA
688,28 novembre 2014,TMC,2.4,vendredi,20.50,Les experts : Manhattan,Serie TV,110 mn,6 ,-10 ans,NA,Les experts : Manhattan,Serie TV,NA,6 ,NA
689,28 novembre 2014,Arte,2.4,vendredi,20.50,Bienvenue en Sibérie,Telefilm,100 mn,NA,NA,22.30,"Sida, un héritage de l'époque coloniale",Documentaire,50 mn,NA,NA
690,28 novembre 2014,France 5,2,vendredi,20.40,On n'est pas que des cobayes !,Magazine,106 mn,2 ,NA,22.25,C dans l'air,Magazine,70 mn,NA,NA
691,28 novembre 2014,TFX,1.7,vendredi,20.50,"Pascal, le grand frère",Magazine,200 mn,3 ,-10 ans,NA,"Pascal, le grand frère",Magazine,NA,3 ,NA
692,28 novembre 2014,France 4,1.5,vendredi,20.50,Les aventuriers du monde perdu,Telefilm,140 mn,2 ,NA,NA,Les aventuriers du monde perdu,Telefilm,NA,2 ,NA
693,28 novembre 2014,C Star,0.8,vendredi,20.50,Le Zap,Divertissement,160 mn,NA,NA,23.30,Enquête très spéciale,Magazine,60 mn,3 ,-16 ans
694,28 novembre 2014,RMC Decouverte,0.6,vendredi,20.45,"Austerlitz, la victoire en marchant",Documentaire,120 mn,2 ,NA,22.45,Les grains de sables de l'histoire,Documentaire,60 mn,NA,NA
695,28 novembre 2014,6ter,0.6,vendredi,20.50,Reign : le destin d'une reine,Serie TV,100 mn,5 ,NA,NA,Reign : le destin d'une reine,Serie TV,NA,5 ,NA
696,28 novembre 2014,RMC Story,0.5,vendredi,20.45,Best Ink,Telerealitee,100 mn,3 ,NA,23.10,Ink Master : le meilleur tatoueur,Telerealitee,100 mn,4 ,NA
697,29 novembre 2014,TF1,25.1,samedi,20.55,Danse avec les stars,Divertissement,150 mn,NA,NA,23.25,"Danse avec les stars, la suite",Divertissement,100 mn,NA,NA
698,29 novembre 2014,France 2,18.3,samedi,20.50,Le plus grand cabaret du monde,Divertissement,140 mn,NA,NA,23.10,On n'est pas couché,Talk-Show,195 mn,NA,NA
699,29 novembre 2014,M6,12.6,samedi,20.50,NCIS : Los Angeles,Serie TV,110 mn,5 ,-10 ans,NA,NCIS : Los Angeles,Serie TV,NA,5 ,NA
700,29 novembre 2014,France 3,12.3,samedi,20.45,Commissaire Magellan,Serie TV,100 mn,NA,NA,22.50,"Pour toi, j'ai tué",Telefilm,95 mn,NA,NA
701,29 novembre 2014,France 5,4.1,samedi,20.35,Échappées belles,Magazine,95 mn,NA,NA,22.10,Carnets de marche,Documentaire,50 mn,NA,NA
702,29 novembre 2014,Arte,2.8,samedi,20.50,Polar Sea - Le passage du Nord-Ouest,Documentaire,90 mn,NA,NA,22.20,Tous tatoués !,Documentaire,60 mn,NA,NA
703,29 novembre 2014,W9,2.7,samedi,20.50,Les Simpson,Serie TV,60 mn,6 ,NA,01.15,Génération Hit Machine,Divertissement,45 mn,NA,NA
704,29 novembre 2014,TMC,2.3,samedi,20.50,"New York, section criminelle",Serie TV,110 mn,5 ,-10 ans,NA,"New York, section criminelle",Serie TV,NA,5 ,NA
705,29 novembre 2014,C8,1.8,samedi,20.50,Ary Abittan : «À la folie»,Spectacle,90 mn,NA,NA,22.20,Génération Canal+,Divertissement,160 mn,NA,NA
706,29 novembre 2014,TFX,1.7,samedi,20.50,Chroniques criminelles,Magazine,230 mn,3 ,-10 ans,NA,Chroniques criminelles,Magazine,NA,3 ,NA
707,29 novembre 2014,NRJ 12,1.4,samedi,20.50,Le super bêtisier de l'année,Divertissement,200 mn,3 ,NA,NA,Le super bêtisier de l'année,Divertissement,NA,3 ,NA
708,29 novembre 2014,Gulli,1.2,samedi,20.45,Total Wipeout Made in USA,Divertissement,100 mn,2 ,NA,22.25,Intervilles international,Divertissement,85 mn,NA,NA
709,29 novembre 2014,France 4,1,samedi,20.45,Fort Boyard,Jeu,200 mn,2 ,NA,00.05,"Monte le son, le live - Printemps de Bourges",Concert,120 mn,NA,NA
710,29 novembre 2014,6ter,1,samedi,20.50,L'Occupation intime,Documentaire,90 mn,NA,NA,22.20,Le 8 mai 1945 - La capitulation,Documentaire,70 mn,NA,-10 ans
711,29 novembre 2014,RMC Decouverte,0.9,samedi,20.45,Alien Theory,Documentaire,90 mn,6 ,NA,NA,Alien Theory,Documentaire,NA,6 ,NA
712,29 novembre 2014,C Star,0.7,samedi,20.50,Pimp My Ride France,Telerealitee,60 mn,2 ,NA,00.15,Programmes de nuit,Magazine,405 mn,NA,NA
